BE	boundary	disf	filename	filler	glob_id	level	nested	sent_id	time	tok_id	token
0	None	0	T10108	0	41	0	0	54	111.1	2	orange
0	None	0	T10108	0	42	0	0	54	111.1	3	yellow
0	None	0	T10108	0	43	0	0	54	111.1	4	purple
0	//	0	T10108	0	44	0	0	54	111.1	5	green
0	/	0	T10108	0	45	0	0	55	111.1	0	green
0	None	0	T10108	0	46	0	0	56	111.1	0	i
0	{H}	0	T10108	0	47	0	0	56	111.1	1	use
0	None	0	T10108	0	48	0	0	56	111.1	2	green
0	{PBC}_//	0	T10108	0	49	0	0	56	111.1	3	paints
0	//	0	T10108	0	50	0	0	57	111.1	0	mhm
0	None	0	T10108	0	51	0	0	58	111.1	0	because
0	None	0	T10108	0	52	0	0	58	111.1	1	i
0	None	0	T10108	0	53	0	0	58	111.1	2	like
0	None	0	T10108	0	54	0	0	58	111.1	3	making
0	//	0	T10108	0	55	0	0	58	111.1	4	colors
0	None	0	T10108	0	56	0	0	59	111.1	0	i
0	None	0	T10108	0	57	0	0	59	111.1	1	don't
0	None	0	T10108	0	58	0	0	59	111.1	2	know
0	//	0	T10108	0	59	0	0	59	111.1	3	how
0	//	0	T10108	0	60	0	0	60	111.1	0	no
0	None	0	T10108	0	61	0	0	61	111.1	0	i
0	None	0	T10108	0	62	0	0	61	111.1	1	don't
0	//	0	T10108	0	63	0	0	61	111.1	2	know
0	//	0	T10108	0	64	0	0	62	111.1	0	no
